Fecha muestreo	Mes	Fecha medida área	Especie nombre viejo	Especie	Charco	UM	Altura (cm)	Area (mm2)	Resolución	Peso fresco (g)	Peso seco(g)	LDMC (Leaf dry matter content, mg/g)	LWC(Leaf water content, mg/g)	LWC(otra fórmula)	LDMC(%)	LWC(%)	SLA(Specific leaf area m2/kg)	Fecha entrada estufa	Fecha salida estufa	Observaciones	Hecho por	Observaciones 2
18/07/2019	Julio	21/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	8	Funcionales	15	2459.488	600	0.9844	0.07764	78.8703778951646	921.129622104835	921.129622104835	7.88703778951646	92.1129622104835	31.678104070067	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	18.5	132.419	600	0.0218	0.00266	122.018348623853	877.981651376147	877.981651376147	12.2018348623853	87.7981651376147	49.7815789473684	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	13	89.973	600	0.0124	0.00174	140.322580645161	859.677419354839	859.677419354839	14.0322580645161	85.9677419354839	51.7086206896552	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	6	1140.838	600	0.3259	0.05679	174.255906719853	825.744093280147	825.744093280147	17.4255906719853	82.5744093280147	20.0887128015496	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	12	2535.205	600	1.0724	0.0928	86.5348750466244	913.465124953376	913.465124953376	8.65348750466244	91.3465124953376	27.3190193965517	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	25	18.281	600	0.011	0.0009	81.8181818181818	918.181818181818	918.181818181818	8.18181818181818	91.8181818181818	20.3122222222222	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	21/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	3	74.294	600	0.0194	0.0021	108.247422680412	891.752577319588	891.752577319588	10.8247422680412	89.1752577319588	35.3780952380952	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	9.5	40.145	600	0.009	0.00115	127.777777777778	872.222222222222	872.222222222222	12.7777777777778	87.2222222222222	34.9086956521739	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	10.5	35.349	600	0.0102	0.00125	122.549019607843	877.450980392157	877.450980392157	12.2549019607843	87.7450980392157	28.2792	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	27.5	26.638	600	0.0159	0.00098	61.6352201257862	938.364779874214	938.364779874214	6.16352201257862	93.8364779874214	27.1816326530612	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	21/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	7	46.672	600	0.0112	0.00151	134.821428571429	865.178571428572	865.178571428572	13.4821428571429	86.5178571428572	30.9086092715232	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	12	1974.905	600	0.5355	0.04877	91.0737628384687	908.926237161531	908.926237161531	9.10737628384687	90.8926237161531	40.4942587656346	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	21/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	8	2466.947	600	0.6854	0.06776	98.8619784067698	901.13802159323	901.13802159323	9.88619784067698	90.113802159323	36.4071280991736	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	8	99.658	600	0.01502	0.00141	93.8748335552596	906.12516644474	906.12516644474	9.38748335552596	90.612516644474	70.6794326241135	22/07/2019	24/07/2019		Lu Sosa	
20/07/2019	Julio	22/07/2019	Isoetes_sp	Isoetes_sp	38	Funcionales	4.5	152.734	600	0.05545	0.00402	72.497745716862	927.502254283138	927.502254283138	7.2497745716862	92.7502254283138	37.9935323383085	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	8	63.659	600	0.0132	0.00149	112.878787878788	887.121212121212	887.121212121212	11.2878787878788	88.7121212121212	42.7241610738255	22/07/2019	24/07/2019		Lu Sosa	
20/07/2019	Julio	22/07/2019	Isoetes_sp	Isoetes_sp	38	Funcionales	10	148.573	600	0.05406	0.00377	69.7373288938217	930.262671106178	930.262671106178	6.97373288938217	93.0262671106178	39.4092838196286	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	5.5	624.646	600	0.23952	0.03803	158.77588510354	841.22411489646	841.22411489646	15.877588510354	84.122411489646	16.4250854588483	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	21	30.374	600	0.00928	0.00062	66.8103448275862	933.189655172414	933.189655172414	6.68103448275862	93.3189655172414	48.9903225806452	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	25	54.46	600	0.00778	0.00083	106.683804627249	893.316195372751	893.316195372751	10.6683804627249	89.3316195372751	65.6144578313253	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	22	32.115	600	0.00796	0.00075	94.2211055276382	905.778894472362	905.778894472362	9.42211055276382	90.5778894472362	42.82	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	19	638.78	600	0.1236	0.01127	91.1812297734628	908.818770226537	908.818770226537	9.11812297734628	90.8818770226537	56.6796805678793	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	23	714.404	600	0.16485	0.0143	86.7455262359721	913.254473764028	913.254473764028	8.67455262359721	91.3254473764028	49.9583216783217	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	17.5	1115.811	600	0.23425	0.02075	88.5805763073639	911.419423692636	911.419423692636	8.85805763073639	91.1419423692636	53.7740240963855	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	11.5	359.601	600	0.11293	0.00911	80.66944124679	919.33055875321	919.33055875321	8.066944124679	91.933055875321	39.4732162458836	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	18	685.481	600	0.12679	0.01544	121.776165312722	878.223834687278	878.223834687278	12.1776165312722	87.8223834687278	44.3964378238342	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	10.5	1487.812	600	0.60276	0.11647	193.227818700644	806.772181299356	806.772181299356	19.3227818700644	80.6772181299356	12.7742079505452	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Lobelia_hederacea	Lobelia_hederacea	41	Funcionales	16.5	96.46	600	0.01754	0.00191	108.893956670468	891.106043329532	891.106043329533	10.8893956670468	89.1106043329533	50.5026178010471	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	22	33.607	600	0.0035	0.00039	111.428571428571	888.571428571429	888.571428571429	11.1428571428571	88.8571428571429	86.1717948717949	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	24	57.217	600	0.00848	0.00092	108.490566037736	891.509433962264	891.509433962264	10.8490566037736	89.1509433962264	62.1923913043478	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	22.5	37.011	600	0.00523	0.00073	139.579349904398	860.420650095602	860.420650095603	13.9579349904398	86.0420650095603	50.7	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	9	132.774	600	0.0263	0.00277	105.32319391635	894.67680608365	894.67680608365	10.532319391635	89.467680608365	47.9328519855596	22/07/2019	24/07/2019		Lu Sosa	
20/07/2019	Julio	22/07/2019	Isoetes_sp	Isoetes_sp	38	Funcionales	5.5	144.123	600	0.05435	0.00365	67.1573137074517	932.842686292548	932.842686292548	6.71573137074517	93.2842686292548	39.4857534246575	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	23	80.098	600	0.028	0.00179	63.9285714285714	936.071428571429	936.071428571429	6.39285714285714	93.6071428571429	44.7474860335196	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	10	1571.42	600	0.49558	0.10034	202.469833326607	797.530166673393	797.530166673393	20.2469833326607	79.7530166673393	15.6609527606139	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	7	137.575	600	0.02405	0.00264	109.77130977131	890.22869022869	890.22869022869	10.977130977131	89.022869022869	52.1117424242424	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	10.5	24.274	600	0.00551	0.0028	508.166969147005	491.833030852995	491.833030852995	50.8166969147005	49.1833030852995	8.66928571428572	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	18.5	3038.428	600	1.26	0.09001	71.4365079365079	928.563492063492	928.563492063492	7.14365079365079	92.8563492063492	33.7565603821798	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	3	523.314	600	0.17134	0.03173	185.187346795845	814.812653204156	814.812653204156	18.5187346795845	81.4812653204156	16.4927198235109	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	14	2112.453	600	0.75	0.06738	89.84	910.16	910.16	8.984	91.016	31.3513357079252	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	3.5	944.38	600	0.3188	0.05733	179.830614805521	820.169385194479	820.169385194479	17.9830614805521	82.0169385194479	16.4727019012733	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	41	Funcionales	11.5	2792.342	600	0.72418	0.07221	99.712778590958	900.287221409042	900.287221409042	9.9712778590958	90.0287221409042	38.6697410330979	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	11	83.138	600	0.005	0.00236	472	528	528	47.2	52.8	35.2279661016949	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	15	188.611	600	0.01646	0.00431	261.846901579587	738.153098420413	738.153098420413	26.1846901579587	73.8153098420413	43.761252900232	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	14.5	198.317	600	0.04081	0.00527	129.135015927469	870.864984072531	870.864984072531	12.9135015927469	87.0864984072531	37.6313092979127	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	12.5	455.125	600	0.07531	0.00658	87.3721949276325	912.627805072368	912.627805072368	8.73721949276325	91.2627805072368	69.1679331306991	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	41	Funcionales	14	151.301	600	0.02989	0.00463	154.901304784209	845.098695215791	845.098695215791	15.4901304784209	84.5098695215791	32.6784017278618	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	15	136.261	600	0.01866	0.00228	122.186495176849	877.813504823151	877.813504823151	12.2186495176849	87.7813504823151	59.7635964912281	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_apiifolius	Ranunculus_apiifolius	41	Funcionales	17	1032.328	600	0.18083	0.01358	75.0981584914008	924.901841508599	924.901841508599	7.50981584914008	92.4901841508599	76.0182621502209	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	27	63.993	600	0.00915	0.0009	98.3606557377049	901.639344262295	901.639344262295	9.83606557377049	90.1639344262295	71.1033333333333	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	22	57.86	600	0.00825	0.00083	100.606060606061	899.393939393939	899.393939393939	10.0606060606061	89.939393939394	69.710843373494	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Centella_asiatica	Centella_asiatica	41	Funcionales	7.5	1127.304	600	0.33252	0.07447	223.956453747143	776.043546252857	776.043546252857	22.3956453747143	77.6043546252857	15.1376930307506	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ranunculus_bonariensis	Ranunculus_bonariensis	41	Funcionales	12	421.223	600	0.08413	0.01045	124.21252823012	875.78747176988	875.78747176988	12.421252823012	87.578747176988	40.3084210526316	22/07/2019	24/07/2019	ex Ranunculus_sp	Lu Sosa	
18/07/2019	Julio	22/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	19	27.9	600	0.0107	0.00066	61.6822429906542	938.317757009346	938.317757009346	6.16822429906542	93.8317757009346	42.2727272727273	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	22/07/2019	Azolla_filiculoides	Azolla_filiculoides	41	Funcionales	20	26.81	600	0.00814	0.00063	77.3955773955774	922.604422604423	922.604422604423	7.73955773955774	92.2604422604423	42.5555555555555	22/07/2019	24/07/2019	Alt corresponde a prof del charco	Lu Sosa	
18/07/2019	Julio	22/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	15	135.041	600	0.01955	0.00321	164.194373401535	835.805626598466	835.805626598465	16.4194373401535	83.5805626598465	42.0688473520249	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Myriophyllum_aquaticum	Myriophyllum_aquaticum	41	Funcionales	30.5	52.95	600	0.00774	0.00149	192.50645994832	807.49354005168	807.49354005168	19.250645994832	80.749354005168	35.5369127516779	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	12.5	108.831	600	0.01531	0.00154	100.587851077727	899.412148922273	899.412148922273	10.0587851077727	89.9412148922273	70.6694805194805	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	22/07/2019	Ludwigia_peploides	Ludwigia_peploides	41	Funcionales	15.5	318.661	600	0.04836	0.00513	106.079404466501	893.920595533499	893.920595533499	10.6079404466501	89.3920595533499	62.1171539961014	22/07/2019	24/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Gratiola_peruviana	Gratiola_peruviana	8	Funcionales	7	108.446	600	0.01837	0.00236	128.470332063146	871.529667936854	871.529667936854	12.8470332063146	87.1529667936854	45.9516949152542	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	8	Funcionales	16	93.609	600	0.01387	0.00293	211.247296322999	788.752703677001	788.752703677001	21.1247296322999	78.8752703677001	31.9484641638225	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	8	Funcionales	4	163.779	600	0.03272	0.00381	116.442542787286	883.557457212714	883.557457212714	11.6442542787286	88.3557457212714	42.9866141732284	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	8	Funcionales	9.5	135.335	600	0.02924	0.00443	151.504787961696	848.495212038304	848.495212038304	15.1504787961696	84.8495212038304	30.5496613995485	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	8	Funcionales	21.5	108.889	600	0.01435	0.002	139.372822299652	860.627177700348	860.627177700348	13.9372822299652	86.0627177700348	54.4445	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Gratiola_peruviana	Gratiola_peruviana	8	Funcionales	4.5	130.543	600	0.02532	0.00274	108.214849921011	891.785150078989	891.785150078989	10.8214849921011	89.1785150078989	47.6434306569343	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Gratiola_peruviana	Gratiola_peruviana	8	Funcionales	5.5	79.53	600	0.01274	0.00152	119.309262166405	880.690737833595	880.690737833595	11.9309262166405	88.0690737833595	52.3223684210526	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	8	Funcionales	21.5	118.923	600	0.01581	0.00179	113.219481340923	886.780518659077	886.780518659077	11.3219481340923	88.6780518659077	66.4374301675978	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	8	Funcionales	34	148.536	600	0.02052	0.00274	133.528265107212	866.471734892787	866.471734892788	13.3528265107212	86.6471734892788	54.2102189781022	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	8	Funcionales	9.5	164.147	600	0.02525	0.00503	199.207920792079	800.792079207921	800.792079207921	19.9207920792079	80.0792079207921	32.6335984095427	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_sp2	Eleocharis_bonariensis	8	Funcionales	13.5	116.606	600	0.01556	0.00679	436.375321336761	563.624678663239	563.624678663239	43.6375321336761	56.3624678663239	17.1731958762887	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Gratiola_peruviana	Gratiola_peruviana	8	Funcionales	6.5	137.786	600	0.01862	0.00178	95.5961331901181	904.403866809882	904.403866809882	9.55961331901181	90.4403866809882	77.4078651685393	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	8	Funcionales	6.5	138.659	600	0.02812	0.004	142.247510668563	857.752489331437	857.752489331437	14.2247510668563	85.7752489331437	34.66475	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_sp2	Eleocharis_bonariensis	8	Funcionales	13	58.844	600	0.00566	0.00409	722.614840989399	277.385159010601	277.385159010601	72.2614840989399	27.7385159010601	14.3872860635697	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Gratiola_peruviana	Gratiola_peruviana	8	Funcionales	8.5	163.702	600	0.02677	0.00304	113.559955173702	886.440044826298	886.440044826298	11.3559955173702	88.6440044826298	53.8493421052632	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_viridans	Eleocharis_viridans	8	Funcionales	11	54.787	600	0.0064	0.00536	837.5	162.5	162.5	83.75	16.25	10.2214552238806	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	8	Funcionales	13	125.224	600	0.01897	0.0034	179.230363732209	820.769636267791	820.769636267791	17.9230363732209	82.0769636267791	36.8305882352941	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_montana	Eleocharis_montana	8	Funcionales	40	815.819	600	0.25158	0.12681	504.054376341522	495.945623658478	495.945623658478	50.4054376341522	49.5945623658478	6.43339641984071	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	8	Funcionales	21	6601.182	600	2.46	0.36232	147.284552845528	852.715447154472	852.715447154471	14.7284552845528	85.2715447154472	18.2192040185471	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	8	Funcionales	22	3209.54	600	1.12	0.10519	93.9196428571429	906.080357142857	906.080357142857	9.39196428571429	90.6080357142857	30.5118357258294	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	8	Funcionales	12	1492.266	600	0.58974	0.05874	99.6032149760912	900.396785023909	900.396785023909	9.96032149760912	90.0396785023909	25.4045965270684	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Lobelia_hederacea	Lobelia_hederacea	8	Funcionales	7	52.846	600	0.0098	0.00172	175.510204081633	824.489795918367	824.489795918367	17.5510204081633	82.4489795918367	30.7244186046512	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_montana	Eleocharis_montana	8	Funcionales	42	868.536	600	0.2725	0.14475	531.192660550459	468.807339449541	468.807339449541	53.1192660550459	46.8807339449541	6.00024870466321	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Echinodorus_longiscapus	Echinodorus_longiscapus	8	Funcionales	20	4026.445	600	1.25	0.10297	82.376	917.624	917.624	8.2376	91.7624	39.1030882781393	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_montana	Eleocharis_montana	8	Funcionales	48	913.496	600	0.26946	0.16481	611.630668744897	388.369331255103	388.369331255103	61.1630668744897	38.8369331255103	5.54272192221346	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_montana	Eleocharis_montana	8	Funcionales	45	1006.421	600	0.3462	0.14146	408.607741190064	591.392258809937	591.392258809937	40.8607741190064	59.1392258809937	7.11452707479146	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eleocharis_montana	Eleocharis_montana	8	Funcionales	69	1856.503	600	0.7238	0.26197	361.936999171042	638.063000828958	638.063000828958	36.1936999171042	63.8063000828958	7.08670076726343	23/07/2019	25/07/2019		Lu Sosa	
18/07/2019	Julio	23/07/2019	Eryngium_pandanifolium	Eryngium_pandanifolium	41	Funcionales	113	15490.32	400	12.3	2.3	186.991869918699	813.008130081301	813.008130081301	18.6991869918699	81.3008130081301	6.73492173913044	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Lilaeopsis_attenuata	Lilaeopsis_attenuata	15	Funcionales	10	231.946	600	0.07642	0.0043	56.2679926720754	943.732007327925	943.732007327925	5.62679926720754	94.3732007327925	53.9409302325581	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	15	Funcionales	13.5	220.638	600	0.04006	0.00531	132.55117324014	867.44882675986	867.44882675986	13.255117324014	86.744882675986	41.5514124293785	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Eleocharis_viridans	Eleocharis_viridans	15	Funcionales	9.5	108.236	600	0.02185	0.00403	184.439359267735	815.560640732265	815.560640732266	18.4439359267735	81.5560640732266	26.8575682382134	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Micranthemum_umbrosum	Micranthemum_umbrosum	15	Funcionales	4.5	46.794	600	0.00338	0.00041	121.301775147929	878.698224852071	878.698224852071	12.1301775147929	87.8698224852071	114.131707317073	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Micranthemum_umbrosum	Micranthemum_umbrosum	15	Funcionales	5.5	17.869	600	0.00099	0.00016	161.616161616162	838.383838383838	838.383838383838	16.1616161616162	83.8383838383838	111.68125	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Micranthemum_umbrosum	Micranthemum_umbrosum	15	Funcionales	5	27.271	600	0.00192	0.00025	130.208333333333	869.791666666667	869.791666666667	13.0208333333333	86.9791666666667	109.084	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Micranthemum_umbrosum	Micranthemum_umbrosum	15	Funcionales	5	40.357	600	0.00301	0.00039	129.568106312292	870.431893687708	870.431893687708	12.9568106312292	87.0431893687708	103.479487179487	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Hydrocotyle_ranunculoides	Hydrocotyle_cryptocarpa	15	Funcionales	14	225.311	600	0.03955	0.00532	134.513274336283	865.486725663717	865.486725663717	13.4513274336283	86.5486725663717	42.3516917293233	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Eleocharis_viridans	Eleocharis_viridans	15	Funcionales	10	41.996	600	0.00612	0.00136	222.222222222222	777.777777777778	777.777777777778	22.2222222222222	77.7777777777778	30.8794117647059	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Lilaeopsis_attenuata	Lilaeopsis_attenuata	15	Funcionales	10	249.172	600	0.09916	0.00646	65.1472367890278	934.852763210972	934.852763210972	6.51472367890278	93.4852763210972	38.5715170278638	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Micranthemum_umbrosum	Micranthemum_umbrosum	15	Funcionales	4	50.502	600	0.00391	0.00045	115.089514066496	884.910485933504	884.910485933504	11.5089514066496	88.4910485933504	112.226666666667	23/07/2019	25/07/2019		Lu Sosa	
20/07/2019	Julio	23/07/2019	Ludwigia_peploides	Ludwigia_peploides	56	Funcionales	11	144.853	600	0.01815	0.00188	103.581267217631	896.418732782369	896.418732782369	10.3581267217631	89.6418732782369	77.0494680851064	23/07/2019	25/07/2019		Lu Sosa	
