migration_rate,biotic_coeff,abiotic_coeff,fixed_interaction_mat,selection_coeff,correlated_div,modular_div,div_diff
0.1,0.0,0.5,8,0.5,2.5637793150150534,2.5792737491092574,-0.015494434094204035
0.1,0.0,0.0,5,0.5,2.5529378208832134,2.543779204361529,0.009158616521684593
0.1,1.0,0.5,6,0.12,2.3141390915795457,2.3906289469301747,-0.07648985535062902
0.1,2.0,2.0,7,0.12,2.383425696204155,2.4757014094006604,-0.0922757131965053
0.1,0.0,2.0,5,0.12,2.5769551771216435,2.5872329033504355,-0.010277726228792083
0.1,0.0,5.0,1,0.01,2.5920435463807703,2.595526425343389,-0.003482878962618674
0.1,0.1,5.0,9,0.01,2.620889366003125,2.6174531013292763,0.0034362646738488323
0.1,0.5,1.0,7,0.5,1.6250871268938751,0.6857935931737231,0.939293533720152
0.1,0.0,5.0,10,0.12,2.5945352042385226,2.5936164850394277,0.0009187191990949195
0.1,1.0,0.5,1,0.12,2.4950526186770134,2.302641831383824,0.1924107872931895
0.1,1.0,5.0,2,0.01,2.3916969878842353,2.4082193111282093,-0.016522323243973958
0.1,2.0,2.0,8,0.12,2.541009519102238,1.8929161555034142,0.6480933635988237
0.1,2.0,5.0,9,0.5,2.323883506878228,2.477608863179175,-0.15372535630094664
0.1,1.0,5.0,5,0.12,2.2725997499077586,2.3347274249022405,-0.06212767499448191
0.1,2.0,1.0,10,0.5,0.9842790293229577,1.5352335997945787,-0.550954570471621
0.1,1.0,0.0,7,0.01,2.4865446472031443,2.2216302653865845,0.2649143818165598
0.1,1.0,0.0,9,0.12,2.4242942640896112,2.304518356242011,0.1197759078476004
0.1,0.5,5.0,2,0.5,2.3278691627906234,2.3846033056849274,-0.05673414289430401
0.1,0.1,1.0,6,0.5,1.4030224161167113,1.3865711315915663,0.016451284525144994
0.1,2.0,0.1,2,0.01,2.490720033721423,2.3806278078887195,0.1100922258327035
0.1,0.0,0.1,6,0.5,2.552392010860042,2.5557175379609243,-0.0033255271008822973
0.1,0.5,0.0,7,0.5,0.06820882166909663,0.06653410384072383,0.0016747178283727931
