migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
0.1,0.1,1,5.0,0.01,2.508976022438438
0.1,0.1,10,0.1,0.01,2.53253287804006
0.1,0.1,5,1.0,0.12,2.481424541775347
0.1,0.5,5,2.0,0.01,2.3342382083719
0.1,2.0,10,0.1,0.5,0.07849097620771135
0.1,0.0,10,0.0,0.5,2.5510184952525434
0.1,1.0,5,2.0,0.12,2.465549287144976
0.1,2.0,6,0.1,0.01,2.2541159269529762
0.1,0.1,1,0.1,0.5,0.06793362751088573
0.1,0.1,3,0.0,0.01,2.506589115527805
0.1,0.0,10,1.0,0.12,2.59152810672634
0.1,1.0,2,1.0,0.01,2.449030636766627
0.1,2.0,9,1.0,0.5,1.7579175029879823
0.1,1.0,5,1.0,0.12,2.4113649240388186
0.1,5.0,9,2.0,0.01,2.30580880870286
0.1,0.1,4,1.0,0.01,2.6136401273288317
0.1,0.1,5,5.0,0.01,2.608099497221275
0.1,5.0,1,0.1,0.5,0.06551433777706091
0.1,2.0,3,2.0,0.12,2.5163667708362367
0.1,0.0,4,0.5,0.5,2.5810224929696064
0.1,2.0,5,5.0,0.5,2.319221157553512
0.1,1.0,5,0.0,0.12,2.432275473572376
0.1,0.1,4,0.0,0.01,2.6064117215479032
0.1,1.0,6,0.5,0.01,2.2314603776924216
0.1,2.0,3,1.0,0.12,2.0574569338617033
0.1,0.5,3,1.0,0.5,1.6436134806904446
0.1,1.0,1,0.1,0.5,0.06552173896154692
0.1,5.0,4,1.0,0.01,2.3927406339073163
0.1,1.0,4,2.0,0.01,2.401573203117209
0.1,5.0,9,0.0,0.01,2.2096764274976457
0.1,5.0,6,0.1,0.12,2.1609400973845685
0.1,1.0,1,0.5,0.01,2.185841022555282
0.1,0.5,10,0.1,0.12,2.4185511496118703
0.1,5.0,8,2.0,0.5,2.3176179254352762
0.1,0.5,1,0.5,0.5,0.35957770842468606
0.1,0.5,3,2.0,0.12,2.4719404376269254
0.1,0.1,3,5.0,0.5,2.5025893818733684
0.1,0.5,5,5.0,0.5,2.4598334114741482
0.1,2.0,7,0.0,0.01,2.461028484402734
0.1,0.1,8,0.0,0.5,0.06718074486436329
0.1,0.0,8,0.5,0.01,2.589234019855992
0.1,2.0,8,1.0,0.01,2.0811413763183935
0.1,0.1,7,1.0,0.12,2.5530990770701405
0.1,5.0,8,1.0,0.5,0.5008218078603396
0.1,2.0,3,5.0,0.01,2.472399261264854
0.1,0.1,10,1.0,0.5,1.6198143618930412
0.1,2.0,8,0.0,0.01,2.3636091739452874
0.1,0.1,2,0.5,0.5,0.21391150739621562
0.1,0.1,7,0.0,0.12,2.29376545563628
0.1,0.1,4,5.0,0.5,2.512384254475272
0.1,1.0,8,1.0,0.5,1.7241138684869468
0.1,0.5,3,0.0,0.12,2.4295977231489445
0.1,0.0,8,0.1,0.12,2.593329669604065
0.1,0.1,10,0.0,0.5,0.06748549426716798
0.1,0.0,9,2.0,0.5,2.590623614641911
0.1,5.0,10,1.0,0.5,1.6871965991676
0.1,0.0,6,0.1,0.01,2.5897179378256525
0.1,5.0,2,5.0,0.12,2.3499237426680692
0.1,0.5,7,0.0,0.01,2.5198222413270863
0.1,2.0,4,5.0,0.01,2.363106604051683
0.1,0.0,2,2.0,0.12,2.5892702842235664
0.1,0.1,8,0.0,0.12,2.2370277332383672
0.1,0.5,5,0.5,0.5,0.06623916026518538
0.1,5.0,7,0.0,0.12,2.0185905872543746
0.1,0.0,4,2.0,0.5,2.5905982442968463
0.1,1.0,8,2.0,0.12,2.4405071452586315
0.1,0.0,9,1.0,0.5,2.534414036754307
0.1,0.1,7,5.0,0.01,2.631267942020819
0.1,0.5,4,0.0,0.12,2.446625161539614
