migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
1.0,0.5,8,5.0,0.5,2.371194942439258
1.0,2.0,8,0.5,0.5,0.7057949186886632
1.0,1.0,5,1.0,0.01,2.4011965580475625
1.0,0.1,10,0.5,0.01,2.7011752946840217
1.0,0.5,10,5.0,0.5,2.5032913062172337
1.0,0.0,4,5.0,0.01,2.5862192625098976
1.0,2.0,5,1.0,0.12,2.031190013252712
1.0,0.1,9,2.0,0.5,1.8358031280351852
1.0,0.5,5,1.0,0.5,1.162897525417655
1.0,5.0,2,1.0,0.5,1.5761419595214545
1.0,0.0,10,0.0,0.01,2.5903112922284057
1.0,1.0,2,2.0,0.5,2.368876647071984
1.0,0.1,6,0.5,0.5,0.2474008747677888
1.0,5.0,3,2.0,0.5,2.0214740987760864
1.0,2.0,6,0.1,0.5,0.06851286683216908
1.0,0.5,8,5.0,0.12,2.574606376358881
1.0,0.1,4,2.0,0.5,2.1785895253877863
1.0,2.0,8,0.5,0.12,2.5314399166521495
1.0,1.0,1,5.0,0.5,2.5026715303284077
1.0,2.0,5,0.0,0.12,2.362837348021559
1.0,5.0,8,0.1,0.12,2.4652523420774557
1.0,5.0,2,0.0,0.5,0.06634993049714666
1.0,0.0,9,0.1,0.5,2.5704499547447615
1.0,0.1,2,1.0,0.12,2.333990171621078
1.0,0.1,3,2.0,0.12,2.547198930137837
1.0,1.0,8,0.1,0.12,2.285499198485819
1.0,0.5,1,5.0,0.01,2.301631587789771
1.0,0.1,2,0.0,0.12,2.4230626379028823
1.0,5.0,3,0.0,0.5,0.06616772956082638
1.0,0.5,10,0.1,0.01,2.5115711821579403
1.0,5.0,1,0.1,0.01,2.067433666904829
1.0,0.5,3,2.0,0.01,2.4336532698329143
1.0,0.0,4,0.5,0.01,2.5855395268842543
1.0,2.0,9,0.0,0.01,2.3534807931450525
1.0,5.0,5,5.0,0.5,2.2748487729188036
1.0,0.0,5,2.0,0.5,2.5892334482616044
1.0,0.1,4,2.0,0.12,2.6423407161908643
1.0,0.5,2,0.0,0.01,2.3859281854987584
1.0,0.1,7,1.0,0.01,2.6072015392334524
1.0,0.0,1,1.0,0.12,2.5894301676501583
1.0,0.1,9,1.0,0.12,2.586716770173146
1.0,0.1,3,0.0,0.12,2.3674487223869045
1.0,5.0,2,0.0,0.12,2.4717957116053855
1.0,0.5,9,2.0,0.01,2.526949281541194
1.0,1.0,2,1.0,0.12,2.3274530290359143
1.0,5.0,3,1.0,0.12,2.328414488182253
1.0,0.1,2,5.0,0.01,2.522751446440318
1.0,0.0,5,1.0,0.5,2.5716230459527782
1.0,0.5,1,0.1,0.5,0.06545460979480544
1.0,0.1,4,1.0,0.12,2.459562869493127
1.0,1.0,2,0.0,0.12,2.397770087207929
1.0,5.0,4,2.0,0.12,2.2642084806504914
1.0,1.0,9,2.0,0.12,2.533125231235477
1.0,0.5,5,5.0,0.01,2.4469757952340223
1.0,0.5,7,2.0,0.5,2.150481909745402
1.0,0.1,10,2.0,0.01,2.543943808372478
1.0,0.0,5,2.0,0.12,2.5946061548195325
1.0,2.0,10,2.0,0.5,1.8982833994109602
1.0,0.0,7,0.5,0.12,2.5950072291128494
1.0,2.0,9,5.0,0.5,2.318791835868909
1.0,1.0,5,5.0,0.12,2.461418130352681
1.0,1.0,9,0.0,0.12,2.292066187283757
1.0,2.0,6,2.0,0.01,2.381626700646391
1.0,0.5,5,0.1,0.5,0.0971165862922706
1.0,0.0,3,1.0,0.01,2.591037037256158
1.0,2.0,6,1.0,0.01,2.138850714251009
1.0,2.0,1,2.0,0.01,2.3102088542452366
1.0,0.1,9,0.1,0.5,0.06938889936856997
1.0,5.0,6,1.0,0.5,0.5072315662616532
1.0,5.0,4,5.0,0.01,2.385947325691686
1.0,2.0,8,0.0,0.12,2.3959001884478117
1.0,1.0,2,0.1,0.5,0.0689298515158797
1.0,0.0,3,0.0,0.01,2.5949420000477015
1.0,1.0,10,1.0,0.01,2.4275098207506907
1.0,2.0,1,1.0,0.01,2.3069616350667252
1.0,5.0,6,0.0,0.5,0.06723105304977607
1.0,1.0,2,0.5,0.01,2.4209482437396215
1.0,1.0,4,5.0,0.01,2.4733239537688174
1.0,0.0,4,1.0,0.01,2.5928479500162207
1.0,5.0,1,1.0,0.5,1.1157023474455574
1.0,5.0,3,0.5,0.01,2.4174306463060025
1.0,1.0,1,2.0,0.5,2.237707590784789
1.0,0.1,1,2.0,0.12,2.58270769394502
1.0,1.0,10,0.0,0.01,2.424358169190436
1.0,2.0,2,0.5,0.12,2.3992035810798114
1.0,0.1,3,0.1,0.12,2.3919868239318367
1.0,2.0,4,0.5,0.5,0.4782090362657798
1.0,1.0,6,0.0,0.5,0.07145409793537243
1.0,5.0,1,0.0,0.5,0.06833952210699958
1.0,1.0,9,0.1,0.5,0.06513584499779142
1.0,0.1,7,0.1,0.01,2.5768886176502996
1.0,0.1,10,5.0,0.5,2.5943652713734524
1.0,5.0,1,2.0,0.12,2.4007036543662945
1.0,2.0,7,0.1,0.5,0.06552496957412061
1.0,0.0,7,0.0,0.5,2.5416918307338006
1.0,1.0,8,5.0,0.5,2.243807582679991
1.0,5.0,5,2.0,0.5,2.4331034207914746
1.0,0.5,10,1.0,0.12,2.247590259960943
1.0,2.0,7,0.5,0.01,2.4824665317131207
1.0,0.5,9,0.5,0.5,0.39114632235320246
1.0,0.1,8,0.5,0.5,0.23771227168339001
1.0,2.0,6,5.0,0.5,2.358340579526927
1.0,0.5,8,5.0,0.01,2.440634510058355
1.0,5.0,8,5.0,0.12,2.3760390927627726
1.0,2.0,8,0.5,0.01,2.2167572177255463
1.0,2.0,5,0.0,0.01,2.3253414128081005
1.0,5.0,8,0.1,0.01,2.516440881122724
1.0,0.0,10,1.0,0.5,2.5947174585866755
1.0,0.1,10,5.0,0.12,2.4076944626423464
1.0,0.5,3,0.5,0.12,2.3226477773914076
1.0,0.0,6,2.0,0.01,2.5955818679700737
1.0,0.1,5,1.0,0.12,2.5737068883816896
1.0,2.0,2,1.0,0.5,1.5692857976974015
1.0,0.0,7,0.0,0.12,2.5852492140514207
1.0,1.0,1,0.0,0.12,2.2372598869853437
1.0,0.5,10,5.0,0.01,2.358168911799968
1.0,0.1,5,0.0,0.12,2.153763628140623
1.0,0.1,9,2.0,0.01,2.549818608311041
2.0,0.1,3,5.0,0.5,2.5348328565098472
2.0,2.0,4,1.0,0.12,2.3114690722357683
2.0,2.0,7,0.0,0.01,2.4663404252572065
2.0,0.1,8,2.0,0.12,2.6326624332483957
2.0,0.1,9,5.0,0.5,2.468365451239466
2.0,5.0,7,2.0,0.12,2.3284267521382227
2.0,0.1,10,1.0,0.5,1.2797635720499336
2.0,5.0,3,5.0,0.5,2.2352616017897313
2.0,0.1,2,0.1,0.01,2.6514676755641258
2.0,0.1,6,2.0,0.01,2.493991044091914
2.0,5.0,10,2.0,0.5,2.3058849500067806
2.0,0.1,7,0.0,0.12,2.306724294842301
2.0,0.5,4,2.0,0.12,2.394910648263674
2.0,0.1,5,0.1,0.12,2.246486580135006
2.0,2.0,2,0.1,0.5,0.06810994154377922
2.0,0.1,8,1.0,0.12,2.585535533487941
2.0,2.0,9,5.0,0.01,2.4073156757548024
2.0,0.5,8,2.0,0.01,2.490871063249882
2.0,0.0,8,0.1,0.12,2.5928840064781182
2.0,2.0,10,1.0,0.01,2.425828664558876
2.0,0.0,6,0.1,0.01,2.583769039358533
2.0,0.1,10,2.0,0.12,2.5712750681348324
2.0,0.1,3,0.1,0.01,2.64602740724277
2.0,1.0,8,0.0,0.5,0.06730341329147267
2.0,0.5,5,0.5,0.5,0.22196213213502672
2.0,5.0,7,0.0,0.12,1.758221484998471
2.0,1.0,7,1.0,0.12,2.325982064554558
2.0,2.0,10,0.0,0.01,2.1896810882053037
2.0,1.0,9,5.0,0.5,2.241422173903131
2.0,0.0,3,0.0,0.5,2.5351341081475867
2.0,1.0,2,0.1,0.01,2.0853464896965113
2.0,5.0,1,2.0,0.01,2.475165840345492
2.0,2.0,9,0.1,0.5,0.06775238291195188
2.0,5.0,3,0.5,0.5,0.20990953816775165
2.0,0.0,9,0.0,0.5,2.538800158858933
2.0,0.0,2,0.0,0.12,2.594123928432732
2.0,5.0,1,1.0,0.01,2.500303079826292
2.0,1.0,3,5.0,0.12,2.3267768644825932
2.0,1.0,1,2.0,0.01,2.1183430301693686
2.0,1.0,10,2.0,0.12,2.0749324462256213
2.0,0.0,6,0.5,0.12,2.593626837773783
2.0,5.0,2,0.5,0.12,2.419168774430186
2.0,0.5,10,0.0,0.01,2.5240098989044246
2.0,0.0,7,1.0,0.01,2.594247417143109
2.0,5.0,10,0.0,0.12,2.469445288183314
2.0,5.0,8,5.0,0.01,2.363385433707087
2.0,1.0,10,1.0,0.12,2.4818346881632305
2.0,0.0,8,2.0,0.01,2.586999681245602
2.0,0.1,9,0.5,0.12,2.156867574024416
2.0,2.0,9,0.1,0.12,2.272164164416174
2.0,0.0,7,0.0,0.01,2.5922597924243753
2.0,0.0,9,0.0,0.12,2.5936429783571073
2.0,1.0,1,0.0,0.01,2.2203944877902964
2.0,2.0,1,0.0,0.12,2.3604929673440114
2.0,2.0,8,0.1,0.01,2.3302949336066137
2.0,5.0,9,0.5,0.12,2.4441603572110533
2.0,2.0,5,0.0,0.5,0.06687105449048016
2.0,0.0,2,0.1,0.5,2.5618041272398853
2.0,5.0,4,0.5,0.12,2.4560708392029658
2.0,1.0,7,0.5,0.01,2.532099136894808
2.0,1.0,9,0.5,0.12,2.388361956890424
2.0,0.5,6,0.0,0.12,2.1988965168879346
2.0,0.5,7,0.1,0.01,2.5241183959219953
2.0,0.5,7,0.5,0.5,0.37085995868622607
2.0,0.5,5,1.0,0.5,1.2747410734158908
2.0,5.0,2,1.0,0.5,1.4225506557696004
2.0,2.0,3,2.0,0.01,2.4125117662740503
2.0,0.0,3,0.1,0.5,2.535402119606234
2.0,1.0,2,2.0,0.5,2.0583065733677075
2.0,0.5,4,0.1,0.12,2.434691825142364
2.0,0.1,4,2.0,0.5,2.0199368464121195
2.0,1.0,7,0.1,0.12,2.496691070718632
2.0,0.5,8,0.5,0.5,0.06643806004333212
2.0,0.0,1,1.0,0.5,2.585712441560308
2.0,0.1,9,1.0,0.5,1.5031421846191477
2.0,0.1,3,0.0,0.5,0.07038062604561503
2.0,2.0,5,0.0,0.12,2.449172718137682
2.0,5.0,2,0.0,0.5,0.06616816150024886
2.0,2.0,9,2.0,0.01,2.2984485820705047
2.0,0.1,1,0.1,0.01,2.6138102176506255
2.0,1.0,10,0.1,0.5,0.07622793799562075
2.0,5.0,3,1.0,0.5,0.5550184683554787
2.0,0.5,2,2.0,0.01,2.5398260864655313
2.0,0.0,2,0.1,0.12,2.5846313134940995
2.0,5.0,6,0.1,0.01,2.35802892416084
2.0,2.0,1,0.1,0.5,0.06545188719032156
2.0,5.0,2,2.0,0.12,2.4333156329239976
2.0,0.1,4,1.0,0.5,1.487975508794478
2.0,1.0,8,0.1,0.12,1.9986724349734095
2.0,1.0,10,0.5,0.01,2.5242609985209277
2.0,5.0,9,1.0,0.5,1.930667034405398
2.0,0.0,6,1.0,0.12,2.5893755404995704
2.0,0.1,9,2.0,0.12,2.583890386657403
2.0,5.0,4,1.0,0.5,1.2375754612402057
2.0,0.1,3,0.0,0.12,2.392023638705938
2.0,1.0,2,1.0,0.12,2.4334498552268564
2.0,0.0,7,0.5,0.5,2.572523135732909
2.0,0.0,10,5.0,0.5,2.5921858630516246
2.0,5.0,3,1.0,0.12,2.4013434197138355
2.0,0.1,1,0.5,0.12,2.2889578716256325
2.0,1.0,5,5.0,0.5,2.3465028393620417
2.0,2.0,1,0.1,0.12,2.351060911234045
2.0,0.1,7,0.0,0.01,2.6359084922109295
2.0,0.1,5,0.1,0.01,2.606691372179641
2.0,0.1,9,0.0,0.12,2.316694925332235
2.0,0.0,8,5.0,0.12,2.584785658197829
2.0,1.0,2,0.0,0.12,2.2945065470708568
2.0,5.0,4,2.0,0.12,2.0267279597435657
2.0,0.0,8,0.1,0.01,2.591863131471628
2.0,5.0,9,1.0,0.12,2.3414008885125686
2.0,0.0,5,0.0,0.5,2.499680012301426
2.0,0.5,10,0.5,0.12,2.4478739161214875
2.0,5.0,5,5.0,0.12,2.453546169886861
2.0,1.0,4,2.0,0.12,2.1776416896693753
2.0,1.0,3,0.0,0.12,2.325755782577338
2.0,0.5,7,1.0,0.5,1.7486827213329998
2.0,0.1,10,1.0,0.01,2.6742117992685506
2.0,5.0,4,0.0,0.12,2.355924891453844
2.0,1.0,4,1.0,0.12,2.21962997049605
2.0,1.0,9,0.0,0.12,2.3951158722339017
2.0,0.1,1,2.0,0.5,2.1495538152963003
2.0,0.1,3,0.1,0.5,0.06943224140961689
2.0,2.0,4,5.0,0.5,2.162054968831645
2.0,0.5,8,1.0,0.5,1.2784873550911684
2.0,5.0,9,5.0,0.01,2.1972010265061255
2.0,1.0,3,5.0,0.01,2.3540555087785067
2.0,0.5,7,2.0,0.12,2.4458073377966665
2.0,0.5,5,0.5,0.01,2.470743592507456
2.0,0.0,1,0.1,0.5,2.5436196834410474
2.0,5.0,5,0.5,0.12,2.096460335692478
2.0,5.0,1,2.0,0.5,2.157761740833946
2.0,0.1,6,2.0,0.12,2.605237278257857
2.0,0.0,3,0.0,0.01,2.589558649742354
2.0,5.0,10,0.0,0.01,2.267872654678142
2.0,0.5,7,1.0,0.12,2.3035237822791217
2.0,0.1,1,0.0,0.5,0.0753632725948306
2.0,0.5,2,5.0,0.12,2.526603602369873
2.0,1.0,1,2.0,0.5,2.2740448320438795
2.0,0.5,2,0.1,0.01,2.513737885303154
2.0,0.0,6,0.1,0.12,2.5883167267529843
2.0,1.0,3,0.1,0.5,0.06711257894364477
2.0,0.5,2,0.5,0.5,0.33166372712742204
2.0,2.0,1,0.0,0.01,2.313233752827382
2.0,2.0,4,0.5,0.5,0.5382673270925414
2.0,0.1,7,5.0,0.12,2.6235572299479397
2.0,0.5,1,2.0,0.01,2.5095493484955527
2.0,0.0,1,0.1,0.12,2.590464935579424
2.0,0.5,3,0.1,0.01,2.548759248843617
2.0,0.0,2,5.0,0.5,2.581428453770916
2.0,0.0,7,0.0,0.5,2.554634941089415
2.0,1.0,1,0.0,0.5,0.06660293481770571
2.0,0.1,4,0.1,0.12,2.404666442760033
2.0,0.1,8,5.0,0.12,2.5043150331463777
2.0,1.0,1,2.0,0.12,2.3041413536890496
2.0,0.0,10,2.0,0.5,2.591456645881651
2.0,2.0,6,5.0,0.5,2.365817378635694
2.0,0.1,2,2.0,0.01,2.6893601101066364
2.0,0.5,4,0.1,0.01,2.516740816601581
2.0,0.5,1,0.0,0.01,2.5666062249132326
2.0,1.0,5,2.0,0.5,2.1729961380795935
2.0,2.0,4,0.5,0.12,2.268643156459253
2.0,0.5,10,0.0,0.12,2.416031880416884
2.0,0.0,7,1.0,0.12,2.592909543590544
2.0,5.0,8,5.0,0.12,2.3674052943342807
2.0,1.0,9,0.1,0.12,2.115323753089036
2.0,1.0,7,0.5,0.5,0.06705055293738793
2.0,0.1,1,5.0,0.01,2.6352311705127036
2.0,0.0,10,1.0,0.5,2.575516719863379
2.0,0.1,2,1.0,0.01,2.5655781289632844
2.0,0.5,3,0.5,0.12,2.3896208643950105
2.0,0.5,7,0.1,0.5,0.06796351136460896
2.0,2.0,3,2.0,0.5,1.95461890975753
2.0,0.1,2,0.0,0.01,2.6530359308556246
2.0,0.5,10,5.0,0.01,2.479906432953346
2.0,1.0,6,5.0,0.01,2.4927680703733537
2.0,0.1,5,0.0,0.12,2.2771341505283926
2.0,0.0,3,5.0,0.12,2.589085397360772
2.0,2.0,2,0.0,0.5,0.06962049810796729
2.0,0.5,5,1.0,0.01,2.4401400602063172
2.0,5.0,10,0.5,0.5,0.0660197483692267
2.0,1.0,5,2.0,0.12,2.2646081548147965
2.0,0.5,4,0.5,0.12,2.4925409829852496
2.0,0.1,4,2.0,0.01,2.6144414024703817
2.0,0.0,1,1.0,0.01,2.590668401071434
2.0,0.5,5,0.0,0.01,2.1879072713724663
2.0,1.0,2,1.0,0.01,2.4709535770865316
2.0,0.0,9,0.1,0.01,2.5925950436235725
2.0,0.5,7,0.1,0.12,2.476787586302194
2.0,0.0,2,0.5,0.12,2.586907187378691
2.0,2.0,1,0.1,0.01,2.4118751271639773
2.0,0.5,10,0.1,0.5,0.06646375111225605
2.0,0.1,7,2.0,0.5,2.1092041408000766
2.0,2.0,5,5.0,0.5,1.9652480486324408
2.0,2.0,4,0.0,0.5,0.06633811751270999
2.0,5.0,5,5.0,0.01,2.414344989282837
2.0,0.5,2,2.0,0.12,2.331472352564948
2.0,2.0,3,0.0,0.12,2.025698176987716
2.0,2.0,9,1.0,0.12,2.2687653512446895
2.0,0.5,3,0.0,0.5,0.06839745063505924
2.0,0.1,8,1.0,0.5,1.4801606503524305
2.0,1.0,4,1.0,0.01,2.412576740275901
2.0,1.0,9,0.0,0.01,2.352232440350895
2.0,0.1,7,2.0,0.12,2.5714317585347697
5.0,1.0,2,2.0,0.01,2.2526004696153037
5.0,2.0,6,5.0,0.12,2.0401353282358325
5.0,2.0,9,2.0,0.5,1.9687694726501217
5.0,1.0,5,2.0,0.12,2.3518663354476694
5.0,0.0,9,5.0,0.12,2.5895812244179797
5.0,0.1,9,1.0,0.01,2.617618266365996
5.0,1.0,7,0.5,0.12,2.426749422854211
5.0,1.0,2,1.0,0.01,2.3200071858331577
5.0,5.0,5,0.0,0.12,2.088019929101565
5.0,5.0,3,1.0,0.01,2.17979677364181
5.0,2.0,1,5.0,0.12,2.353804543537653
5.0,0.5,1,5.0,0.5,2.432443336284718
5.0,0.1,4,1.0,0.01,2.6555274105651305
5.0,2.0,10,0.1,0.12,2.31034235630436
5.0,2.0,1,0.5,0.5,0.06568089417085811
5.0,2.0,4,1.0,0.5,1.4425420522854793
5.0,0.0,8,5.0,0.01,2.592823466810144
5.0,0.5,10,0.5,0.01,2.561093922916397
5.0,1.0,6,0.5,0.01,2.438702648399225
5.0,0.1,7,1.0,0.5,1.3638603567194063
5.0,0.0,3,0.5,0.12,2.594947219768603
5.0,0.5,6,5.0,0.12,2.4849910055635975
5.0,5.0,10,0.5,0.12,2.1802295583230533
5.0,2.0,9,2.0,0.12,2.398522458220311
5.0,0.0,7,0.1,0.5,2.527709754711789
5.0,2.0,4,0.0,0.5,0.06528037484344243
5.0,5.0,4,1.0,0.01,1.8799327254062315
5.0,0.5,2,2.0,0.12,2.4509425612343168
5.0,1.0,9,1.0,0.01,2.4063411958320544
5.0,0.1,7,0.0,0.5,0.06680806476564052
5.0,0.0,9,0.5,0.12,2.59484337663132
5.0,1.0,5,5.0,0.01,2.4880839291568306
5.0,0.0,8,0.1,0.5,2.4557855522412506
5.0,2.0,1,0.5,0.12,2.371723661279697
5.0,0.1,7,2.0,0.12,2.6932484477011047
5.0,2.0,5,5.0,0.12,2.172566034400928
5.0,0.5,5,5.0,0.5,2.375535235894402
5.0,0.1,10,2.0,0.5,1.999471809228213
5.0,0.0,2,2.0,0.5,2.5788257384481486
5.0,2.0,8,1.0,0.01,2.564140596331116
5.0,2.0,5,0.5,0.5,0.1877294620809569
5.0,1.0,1,0.1,0.12,2.4387105430525704
5.0,0.5,4,0.0,0.5,0.06821128808365862
5.0,5.0,10,2.0,0.5,2.0907024326847554
5.0,0.5,4,2.0,0.12,2.373783165166954
5.0,5.0,8,0.0,0.5,0.06697042592609163
5.0,0.5,8,2.0,0.01,2.328102206521098
5.0,2.0,10,1.0,0.01,2.5330869577020856
5.0,5.0,8,2.0,0.12,2.337533713230109
5.0,0.0,3,1.0,0.5,2.5715681536825294
5.0,1.0,3,5.0,0.5,2.519117126811666
5.0,0.1,10,2.0,0.12,2.5772995804636682
5.0,0.5,7,0.0,0.01,2.45231335163567
5.0,0.1,3,0.5,0.5,0.19090102076088042
5.0,0.5,8,1.0,0.01,2.4500124569773023
5.0,5.0,7,0.0,0.12,2.2847381361510046
5.0,0.0,4,2.0,0.5,2.5854811496060592
5.0,5.0,8,1.0,0.12,2.368695441776326
5.0,1.0,9,5.0,0.5,2.4464566274981303
5.0,0.1,7,5.0,0.01,2.6911691235173474
5.0,5.0,10,0.0,0.5,0.06667370772321488
5.0,0.1,1,1.0,0.01,2.6619807562270785
5.0,0.1,10,1.0,0.12,2.5172089411379694
5.0,0.5,10,2.0,0.01,2.5390844271669413
5.0,0.0,10,0.1,0.12,2.5921524613124602
5.0,0.0,1,0.5,0.5,2.5850692147399847
5.0,5.0,3,5.0,0.12,2.4638951939369944
5.0,1.0,4,5.0,0.5,2.361158215188816
5.0,0.0,5,5.0,0.5,2.596294952135671
5.0,1.0,8,1.0,0.12,2.476660877883836
5.0,0.1,1,0.0,0.01,2.72041168529277
5.0,0.1,4,0.5,0.5,0.3285989485122171
5.0,0.0,2,0.0,0.12,2.5855556050498443
5.0,5.0,7,5.0,0.01,2.3495153146148184
5.0,0.0,9,2.0,0.12,2.5953396970751736
5.0,5.0,9,0.1,0.01,2.571700858901851
5.0,5.0,9,0.5,0.5,0.37704658338011315
5.0,1.0,3,0.5,0.5,0.06537874163739162
5.0,2.0,1,2.0,0.12,2.4219701745829534
5.0,5.0,2,0.5,0.12,2.296810252728029
5.0,0.0,4,2.0,0.12,2.5930357796217267
5.0,0.1,5,2.0,0.01,2.5845498543457905
5.0,0.0,3,0.0,0.12,2.5944405581397687
5.0,0.0,9,1.0,0.12,2.5875835557951308
5.0,5.0,8,5.0,0.01,2.2039976894458406
5.0,0.0,5,5.0,0.12,2.593772587917728
5.0,0.5,6,2.0,0.12,2.370125342556344
5.0,1.0,4,0.5,0.5,0.2492012531594021
5.0,1.0,10,0.0,0.12,2.2802443529138854
5.0,0.5,9,0.5,0.01,2.328453106036567
5.0,0.0,4,0.0,0.12,2.5881382456601827
5.0,0.1,5,0.0,0.01,2.5311710534432867
5.0,0.5,6,1.0,0.12,2.5250192782402303
5.0,2.0,5,0.0,0.5,0.07162706644330837
5.0,2.0,2,2.0,0.01,2.0644700693783453
5.0,0.1,10,0.1,0.5,0.06770054399988476
5.0,0.5,5,2.0,0.5,2.1906109886368235
5.0,0.5,7,5.0,0.12,2.4313212110959874
5.0,1.0,8,0.1,0.5,0.06699096823195846
5.0,1.0,5,1.0,0.01,2.563924482918418
5.0,0.5,7,0.5,0.5,0.06533279748682658
5.0,0.1,10,0.5,0.01,2.6560156190453417
5.0,1.0,6,5.0,0.5,2.4584233494137138
5.0,0.1,3,1.0,0.5,1.1070467423239339
5.0,0.0,1,2.0,0.5,2.571557437557929
5.0,5.0,2,1.0,0.5,1.2589870962276226
5.0,0.1,2,2.0,0.12,2.5822912208153315
5.0,0.5,4,0.1,0.12,2.3806322248061487
5.0,1.0,8,0.5,0.01,2.5396304956263793
5.0,5.0,3,2.0,0.5,2.0955179041934797
5.0,0.5,8,0.1,0.01,2.405382073583971
5.0,2.0,2,0.0,0.01,2.2476179054966123
5.0,0.1,4,2.0,0.5,2.1404192078942486
5.0,0.5,8,0.5,0.5,0.3681824327669943
5.0,0.1,9,1.0,0.5,1.3214546383681534
5.0,0.0,3,0.5,0.01,2.593881277844868
5.0,1.0,2,1.0,0.5,1.6830984149190926
5.0,0.1,2,1.0,0.12,2.5231781341227517
5.0,2.0,6,0.5,0.01,2.0774299068176196
5.0,5.0,9,2.0,0.5,2.099858706676835
5.0,0.0,6,2.0,0.12,2.5927697845041084
5.0,2.0,1,0.1,0.5,0.07002870579695586
5.0,5.0,6,0.5,0.5,0.439266496578861
5.0,2.0,3,0.0,0.01,2.3800717179648787
5.0,1.0,8,0.1,0.12,2.389186252687019
5.0,0.0,8,5.0,0.5,2.5893259454366366
5.0,1.0,10,0.5,0.01,2.5933706485156125
5.0,5.0,4,2.0,0.5,2.1439255871295972
5.0,0.1,2,0.0,0.12,2.3589409471444562
5.0,0.5,2,1.0,0.01,2.4948959789773753
5.0,5.0,1,5.0,0.12,2.496775534130967
5.0,1.0,6,0.5,0.5,0.06871949415764567
5.0,2.0,4,1.0,0.01,2.082748598027953
5.0,0.1,6,0.5,0.12,2.36219258972895
5.0,5.0,4,1.0,0.5,1.4729195988129282
5.0,1.0,4,2.0,0.5,2.0705788853952134
5.0,0.0,5,2.0,0.5,2.584511688028099
5.0,1.0,9,1.0,0.5,0.674770874806234
5.0,0.5,8,0.5,0.12,2.3132040747540943
5.0,0.1,7,1.0,0.01,2.651496552063815
5.0,5.0,2,0.0,0.12,2.16240486777505
5.0,0.5,3,1.0,0.01,2.5090006177149182
5.0,1.0,1,0.1,0.01,2.5192194832578005
5.0,0.5,9,2.0,0.01,2.3211302868903836
5.0,0.1,8,2.0,0.01,2.6839694578580584
5.0,0.0,10,5.0,0.5,2.5870754908723614
5.0,1.0,3,2.0,0.12,2.3044024760676427
5.0,1.0,4,1.0,0.5,1.170742031597392
5.0,0.0,5,1.0,0.5,2.5396361076822456
5.0,2.0,1,0.1,0.12,2.2912189403419068
5.0,0.1,5,5.0,0.12,2.6523791527559606
5.0,1.0,2,0.0,0.12,2.3624826425954635
5.0,5.0,4,2.0,0.12,2.4293344798678476
5.0,0.0,8,0.1,0.01,2.5907607105822223
5.0,5.0,9,1.0,0.12,2.3324496999263205
5.0,1.0,3,1.0,0.12,2.0276305280111315
5.0,1.0,9,2.0,0.12,2.3943554537093497
5.0,0.5,1,0.5,0.01,2.179658462192316
5.0,1.0,6,0.5,0.12,2.4333169911985113
5.0,5.0,2,5.0,0.01,2.4229202678634554
5.0,0.5,7,2.0,0.5,1.7848087111758408
5.0,5.0,7,0.0,0.01,2.367490936869795
5.0,5.0,5,0.5,0.5,0.4601396645557256
5.0,1.0,1,0.5,0.12,2.506644150264391
5.0,5.0,3,5.0,0.01,2.2520163205916015
5.0,0.5,1,0.1,0.12,2.2492191142944415
5.0,1.0,5,0.5,0.5,0.5934624667831545
5.0,2.0,6,2.0,0.01,2.0767361354157616
5.0,0.1,5,0.5,0.12,2.337932930999226
5.0,0.1,3,0.1,0.5,0.06676277089468761
5.0,5.0,2,0.1,0.5,0.07050081120911739
5.0,0.0,5,0.0,0.12,2.5886708461946606
5.0,1.0,10,2.0,0.01,2.3878530329133496
5.0,0.5,7,2.0,0.12,2.4777684350469715
5.0,0.5,8,0.0,0.5,0.06707122315002564
5.0,0.1,6,2.0,0.12,2.5612401369212177
5.0,0.5,7,1.0,0.12,2.2193739978110494
5.0,2.0,9,5.0,0.12,2.1768635595804753
5.0,0.5,8,2.0,0.12,2.3005151922531617
5.0,0.1,8,5.0,0.5,2.4715221735931845
5.0,2.0,9,0.1,0.01,2.4911396308764218
5.0,0.0,9,0.0,0.01,2.589249033118979
5.0,0.1,1,2.0,0.12,2.564373890675953
5.0,0.5,7,0.0,0.12,2.466551342970801
5.0,2.0,4,5.0,0.12,2.4326744749327496
5.0,2.0,8,5.0,0.01,2.42051249615136
5.0,5.0,1,0.0,0.5,0.06728723796569416
5.0,1.0,3,0.5,0.01,2.191196157668726
5.0,1.0,9,0.1,0.5,0.06738304132108165
5.0,0.1,10,5.0,0.5,2.4685130815807206
5.0,1.0,2,0.1,0.12,2.541926011327781
5.0,0.0,7,0.0,0.5,2.528690042323265
5.0,0.5,7,5.0,0.01,2.548820758760019
5.0,5.0,6,0.0,0.12,2.016753304286731
5.0,5.0,7,5.0,0.12,2.315309129183269
5.0,5.0,9,0.1,0.12,2.42248919166932
5.0,5.0,7,0.5,0.5,0.5609144084628943
5.0,0.0,3,5.0,0.5,2.5913599531400675
5.0,2.0,5,1.0,0.01,2.0854367183495666
5.0,0.0,10,2.0,0.5,2.5831512592622254
5.0,5.0,5,1.0,0.5,1.4566720706820153
5.0,0.5,4,0.1,0.01,2.477412804078892
