migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
0.1,5.0,10,1.0,0.5,0.6165166067753903
0.1,0.0,6,0.1,0.01,2.5942746875399614
0.1,5.0,2,5.0,0.12,2.31213784162997
0.1,0.5,7,0.0,0.01,2.515989657979184
0.1,2.0,4,5.0,0.01,2.309271505182574
0.1,0.0,2,2.0,0.12,2.595589650671196
0.1,5.0,6,2.0,0.01,2.192247882205806
0.1,0.1,8,0.0,0.12,2.370248890411804
0.1,0.5,5,0.5,0.5,0.06623199197872942
0.1,5.0,7,0.0,0.12,2.5229854151179154
0.1,0.0,4,2.0,0.5,2.592451335750263
0.1,1.0,8,2.0,0.12,2.2387215027144785
0.1,0.0,9,1.0,0.5,2.5580463883960625
0.1,0.1,7,5.0,0.01,2.6516955305509113
0.1,0.5,4,0.0,0.12,2.17731623590791
0.1,0.1,9,0.5,0.5,0.1585383572105179
0.1,1.0,6,2.0,0.01,2.361498585627365
0.1,1.0,2,0.1,0.01,2.3905891759775515
0.1,5.0,3,0.1,0.01,2.4375296973301634
0.1,1.0,5,0.1,0.12,2.4671806481309515
0.1,0.0,5,5.0,0.5,2.594987349878063
0.1,0.1,4,5.0,0.12,2.693393640297138
0.1,0.5,6,2.0,0.5,1.9013403038393495
1.0,0.0,3,0.5,0.5,2.5743971499752
1.0,2.0,3,1.0,0.5,1.5280305310023876
1.0,0.0,6,0.0,0.01,2.589412101429923
1.0,0.5,8,0.5,0.01,2.346131317160824
1.0,1.0,1,5.0,0.01,2.5508619898938063
1.0,1.0,10,5.0,0.12,2.426869437602725
1.0,5.0,8,0.5,0.12,2.4124525850738694
1.0,0.0,9,0.5,0.5,2.580815667579126
1.0,5.0,3,1.0,0.01,2.328194716441865
1.0,1.0,5,1.0,0.12,2.248986036131544
1.0,5.0,9,2.0,0.01,2.3056270656252846
1.0,0.1,1,0.5,0.01,2.6623846630151684
1.0,1.0,10,0.5,0.5,0.20737609735076099
1.0,0.5,1,5.0,0.5,2.2677990239833137
1.0,0.5,2,1.0,0.5,1.6608684538633505
1.0,0.0,4,5.0,0.12,2.5914840894137225
1.0,0.1,5,5.0,0.01,2.6456511396676627
1.0,0.5,10,0.1,0.5,0.0668174547400073
1.0,0.1,7,2.0,0.5,2.054679739683828
1.0,1.0,6,0.1,0.5,0.06578900048568764
1.0,0.5,10,0.5,0.01,2.3828705975376034
1.0,5.0,1,0.5,0.01,2.186647787167294
1.0,0.0,3,0.5,0.12,2.595982049037225
1.0,0.5,6,5.0,0.12,2.535455698130256
1.0,0.1,1,0.1,0.12,2.4452349529721973
1.0,0.5,6,0.5,0.5,0.1978499373223536
1.0,0.0,7,0.5,0.01,2.591925215264074
1.0,0.1,8,1.0,0.5,1.2703480183703852
1.0,2.0,1,0.5,0.12,2.399007017451496
1.0,5.0,8,2.0,0.5,2.2161225905275774
1.0,2.0,4,1.0,0.12,2.1268537565872183
1.0,0.1,5,0.5,0.01,2.5287356320042567
1.0,0.5,4,1.0,0.5,1.6206924501054691
1.0,2.0,7,0.0,0.01,2.316558775817241
1.0,2.0,5,0.1,0.01,2.4653522488751456
1.0,0.0,8,0.5,0.01,2.5929713227351563
1.0,5.0,7,0.0,0.5,0.06574341836572412
1.0,0.5,2,0.0,0.12,2.4289219299521623
1.0,0.0,1,5.0,0.5,2.593968421350666
1.0,5.0,7,2.0,0.12,2.4133556213788707
1.0,1.0,2,5.0,0.5,2.313694635015628
1.0,5.0,5,0.5,0.01,2.41788055050702
1.0,5.0,10,2.0,0.5,1.600722318104408
1.0,1.0,5,0.1,0.5,0.06836756829550775
1.0,5.0,8,0.0,0.5,0.06564288594765406
1.0,0.5,9,1.0,0.12,2.4742381797622928
1.0,0.1,8,1.0,0.12,2.4586640922162832
1.0,2.0,9,5.0,0.01,2.5067391807040735
1.0,0.0,10,0.5,0.01,2.5962032653638345
1.0,5.0,9,5.0,0.5,2.2893957284674027
1.0,1.0,8,0.0,0.5,0.067894695600857
1.0,0.0,6,0.5,0.5,2.5697985892587463
1.0,0.5,7,0.0,0.01,2.4958323673137897
1.0,0.5,5,0.1,0.01,2.5540423368544296
1.0,0.5,9,0.0,0.12,2.4276343968396357
1.0,5.0,2,0.5,0.5,0.06819548534683592
1.0,5.0,7,0.0,0.12,2.408294639487261
1.0,0.0,4,2.0,0.5,2.58190282202865
1.0,0.0,9,1.0,0.5,2.5873447930678504
1.0,1.0,9,5.0,0.5,2.2807338939339976
1.0,5.0,10,0.0,0.5,0.06784029223949666
1.0,0.0,1,0.1,0.01,2.5877532389069926
1.0,2.0,6,0.0,0.5,0.06769581367780031
1.0,5.0,6,1.0,0.01,2.305598439510496
1.0,5.0,1,2.0,0.01,2.3278209024474465
1.0,5.0,8,0.0,0.12,2.3755205861373825
1.0,2.0,6,2.0,0.12,2.5521743762345555
1.0,0.5,2,0.1,0.5,0.08446710709243907
1.0,0.0,2,0.0,0.12,2.593808978910359
1.0,5.0,1,1.0,0.01,2.320097508079278
1.0,5.0,9,0.1,0.01,2.341339935042796
1.0,1.0,10,2.0,0.12,2.2284913547911236
1.0,0.0,6,0.5,0.12,2.5911861676206875
1.0,0.1,7,0.1,0.5,0.06758224868777557
1.0,0.5,3,0.1,0.5,0.06588921870408804
1.0,0.5,10,0.0,0.01,2.4987036970303906
1.0,1.0,6,0.0,0.01,2.4733282586706085
1.0,1.0,1,1.0,0.01,2.220093190815147
